product_link,image_url,product_id,description
http://www.anipet.com/product-1.php?item=21470,http://www.anipet.com/prod_images/thumb2-21470-blue-1404936423.jpg,21470,Playbites Bear Small/Medium
http://www.anipet.com/product-1.php?item=21468,http://www.anipet.com/prod_images/thumb2-21468-blue-1404934810.jpg,21468,Playbites Caterpiller Large
http://www.anipet.com/product-1.php?item=21469,http://www.anipet.com/prod_images/thumb2-21469-1-1412709746.jpg,21469,Playbites Caterpiller Small/Medium
http://www.anipet.com/product-1.php?item=21472,http://www.anipet.com/prod_images/thumb2-21472-_green-1404937293.jpg,21472,Playbites Doughnut Large
http://www.anipet.com/product-1.php?item=21473,http://www.anipet.com/prod_images/thumb2-21472-_green-1404937462.jpg,21473,Playbites Doughnut Small/Medium
http://www.anipet.com/product-1.php?item=21466,http://www.anipet.com/prod_images/thumb2-21466-1404846697.jpg,21466,Playbites Treat Bone Large
http://www.anipet.com/product-1.php?item=21467,http://www.anipet.com/prod_images/thumb2-21466-3-1404934434.jpg,21467,Playbites Treat Bone Small/Medium
http://www.anipet.com/product-1.php?item=27205,http://www.anipet.com/prod_images/thumb2-27203-5-1422554277.png,27205,Puppy Kong  Large
http://www.anipet.com/product-1.php?item=27204,http://www.anipet.com/prod_images/thumb2-27203-5-1422553933.png,27204,Puppy Kong  Medium
http://www.anipet.com/product-1.php?item=27203,http://www.anipet.com/prod_images/thumb2-27203-5-1422553052.png,27203,Puppy Kong  Small
http://www.anipet.com/product-1.php?item=27210,http://www.anipet.com/prod_images/thumb2-27210-1422559910.png,27210,Puppy Kong Goodie Bone Small
http://www.anipet.com/product-1.php?item=27209,http://www.anipet.com/prod_images/t-27209.jpg,27209,Puppy Kong Goodie Bone with Rope X-Small
http://www.anipet.com/product-1.php?item=19716,http://www.anipet.com/prod_images/thumb2-19715-1422310782.png,19716,Puppy Kong Pacifier Binkie Medium
http://www.anipet.com/product-1.php?item=19715,http://www.anipet.com/prod_images/thumb2-19715-1422310718.png,19715,Puppy Kong Pacifier Binkie Small
http://www.anipet.com/product-1.php?item=19720,http://www.anipet.com/prod_images/thumb2-19718-1422311085.png,19720,Puppy Kong Teething Stick Large
http://www.anipet.com/product-1.php?item=19719,http://www.anipet.com/prod_images/thumb2-19718-1422310976.png,19719,Puppy Kong Teething Stick Medium
http://www.anipet.com/product-1.php?item=19718,http://www.anipet.com/prod_images/thumb2-19718-1420579440.png,19718,Puppy Kong Teething Stick Small
http://www.anipet.com/product-1.php?item=21648,http://www.anipet.com/prod_images/thumb2-21648-1369958322.jpg,21648,Ruffians Bear
http://www.anipet.com/product-1.php?item=21646,http://www.anipet.com/prod_images/thumb2-21646-1369958005.jpg,21646,Ruffians Cat
http://www.anipet.com/product-1.php?item=21647,http://www.anipet.com/prod_images/thumb2-21647-1369958171.jpg,21647,Ruffians Chicken
http://www.anipet.com/product-1.php?item=21690,http://www.anipet.com/prod_images/thumb2-21690-1391461178.jpg,21690,Ruffians Fish Large
http://www.anipet.com/product-1.php?item=21649,http://www.anipet.com/prod_images/thumb2-21649-1370012445.png,21649,Ruffians Octopus
http://www.anipet.com/product-1.php?item=21689,http://www.anipet.com/prod_images/thumb2-21689-1391461004.jpg,21689,Ruffians Turtle Small
http://www.anipet.com/product-1.php?item=30573,http://www.anipet.com/prod_images/t-30572.jpg,30573,"SafeChew Barbell Blue/Green Large 8x3"""
http://www.anipet.com/product-1.php?item=30572,http://www.anipet.com/prod_images/t-30572.jpg,30572,"SafeChew Barbell Blue/Green Small 6x2"""
http://www.anipet.com/product-1.php?item=30564,http://www.anipet.com/prod_images/t-30560.jpg,30564,"SafeChew Biggie Bone Blue Large 3.5x8"""
http://www.anipet.com/product-1.php?item=30562,http://www.anipet.com/prod_images/t-30560.jpg,30562,"SafeChew Biggie Bone Blue Medium 2.5x6"""
http://www.anipet.com/product-1.php?item=30565,http://www.anipet.com/prod_images/t-30560.jpg,30565,"SafeChew Biggie Bone Green Large 3.5x8"""
http://www.anipet.com/product-1.php?item=30561,http://www.anipet.com/prod_images/t-30560.jpg,30561,"SafeChew Biggie Bone Orange Small 2x5"""
http://www.anipet.com/product-1.php?item=30560,http://www.anipet.com/prod_images/t-30560.jpg,30560,"SafeChew Biggie Bone Purple Small 2x5"""
http://www.anipet.com/product-1.php?item=30563,http://www.anipet.com/prod_images/t-30560.jpg,30563,"SafeChew Biggie Bone Tomato Medium 2.5x6"""
http://www.anipet.com/product-1.php?item=30574,http://www.anipet.com/prod_images/t-30575.jpg,30574,"SafeChew Multi Chew Toy Orange 7x7"""
http://www.anipet.com/product-1.php?item=30575,http://www.anipet.com/prod_images/t-30575.jpg,30575,"SafeChew Multi Chew Toy Purple 7x7"""
http://www.anipet.com/product-1.php?item=30569,http://www.anipet.com/prod_images/t-30566.jpg,30569,"SafeChew Newt Blue 8x4"""
http://www.anipet.com/product-1.php?item=30567,http://www.anipet.com/prod_images/t-30566.jpg,30567,"SafeChew Newt Orange Small 6x3"""
http://www.anipet.com/product-1.php?item=30566,http://www.anipet.com/prod_images/t-30566.jpg,30566,"SafeChew Newt Purple Small 6x3"""
http://www.anipet.com/product-1.php?item=30568,http://www.anipet.com/prod_images/t-30566.jpg,30568,"SafeChew Newt Tomoato Large 8x4"""
http://www.anipet.com/product-1.php?item=30570,http://www.anipet.com/prod_images/t-30570.jpg,30570,"SafeChew The Puppy Stick Tomato 8x3"""
http://www.anipet.com/product-1.php?item=30558,http://www.anipet.com/prod_images/t-30556.jpg,30558,"SafePlay Tug & Toss Ball Green Large 4"""
http://www.anipet.com/product-1.php?item=30557,http://www.anipet.com/prod_images/t-30556.jpg,30557,"SafePlay Tug & Toss Ball Green Small 3"""
http://www.anipet.com/product-1.php?item=30559,http://www.anipet.com/prod_images/t-30556.jpg,30559,"SafePlay Tug & Toss Ball Tomato Large 4"""
http://www.anipet.com/product-1.php?item=27479,http://www.anipet.com/prod_images/thumb2-27475-79-85-1410456713.jpg,27479,Senior Kong Medium
http://www.anipet.com/product-1.php?item=27485,http://www.anipet.com/prod_images/thumb2-27475-79-85-1410456745.jpg,27485,Senior Kong Small
http://www.anipet.com/product-1.php?item=31301,http://www.anipet.com/prod_images/thumb2-31301-1359754936.jpg,31301,Squeezz Jels Beaver - Large
http://www.anipet.com/product-1.php?item=31306,http://www.anipet.com/prod_images/thumb2-31306-1367268090.jpg,31306,Squeezz Jels Beaver Medium
http://www.anipet.com/product-1.php?item=31302,http://www.anipet.com/prod_images/thumb2-31302-1359755076.jpg,31302,Squeezz Jels Frog - Large
http://www.anipet.com/product-1.php?item=31308,http://www.anipet.com/prod_images/thumb2-31309-1367268184.jpg,31308,Squeezz Jels Frog Medium
http://www.anipet.com/product-1.php?item=31303,http://www.anipet.com/prod_images/thumb2-31303-1359755293.jpg,31303,Squeezz Jels Hippo - Large
http://www.anipet.com/product-1.php?item=31309,http://www.anipet.com/prod_images/thumb2-31308-1367268230.jpg,31309,Squeezz Jels Hippo Medium
http://www.anipet.com/product-1.php?item=31304,http://www.anipet.com/prod_images/thumb2-31304-1359755447.jpg,31304,Squeezz Jels Koala - Large
http://www.anipet.com/product-1.php?item=31310,http://www.anipet.com/prod_images/thumb2-31310-1359755724.jpg,31310,Squeezz Jels Koala - Medium
http://www.anipet.com/product-1.php?item=31305,http://www.anipet.com/prod_images/thumb2-31305-1359755606.jpg,31305,Squeezz Jels Pig - Large
http://www.anipet.com/product-1.php?item=31311,http://www.anipet.com/prod_images/thumb2-31311-1359755857.jpg,31311,Squeezz Jels Pig - Medium
http://www.anipet.com/product-1.php?item=30179,http://www.anipet.com/prod_images/thumb2-30178-9-1389831771.jpg,30179,ThunderToy - Large
http://www.anipet.com/product-1.php?item=30178,http://www.anipet.com/prod_images/thumb2-30178-9-1389831606.jpg,30178,ThunderToy - Small
http://www.anipet.com/product-1.php?item=39220,http://www.anipet.com/prod_images/thumb2-39219-20-1417027254.png,39220,"Tire Biter Racing Slicks Large 7.5"""
