description,image_url1,product_name
"
						Comes in an assortment of red, blue and green. Universal toy holds kibble and treats. Made of durable natural rubber. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21469-3-1412709776.jpg,http://www.anipet.com/product-1.php?item=prod_images/21469-2-1412709759.jpg,http://www.anipet.com/product-1.php?item=prod_images/21469-1-1412709746.jpg,http://www.anipet.com/product-1.php?item=prod_images/21469-3-1412709776.jpg,http://www.anipet.com/product-1.php?item=prod_images/21469-2-1412709759.jpg,http://www.anipet.com/product-1.php?item=prod_images/21469-1-1412709746.jpg",Playbites Caterpiller Small/Medium
"
						Comes in an assortment of red, blue and green. Universal toy holds kibble and treats. Made of durable natural rubber. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21472-red-1404937330.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-blue-1404937307.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-_green-1404937293.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-red-1404937330.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-blue-1404937307.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-_green-1404937293.jpg",Playbites Doughnut Large
"
						Comes in an assortment of red, blue and green. Universal toy holds kibble and treats. Made of durable natural rubber. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21472-red-1404937488.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-blue-1404937476.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-_green-1404937462.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-red-1404937488.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-blue-1404937476.jpg,http://www.anipet.com/product-1.php?item=prod_images/21472-_green-1404937462.jpg",Playbites Doughnut Small/Medium
"
						Comes in an assortment of red, blue and green. Universal toy holds kibble and treats. Made of durable natural rubber. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21466-3-1404846726.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-2-1404846713.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-1404846697.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-3-1404846726.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-2-1404846713.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-1404846697.jpg",Playbites Treat Bone Large
"
						Comes in an assortment of red, blue and green. Universal toy holds kibble and treats. Made of durable natural rubber. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21466-1404934458.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-2-1404934446.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-3-1404934434.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-1404934458.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-2-1404934446.jpg,http://www.anipet.com/product-1.php?item=prod_images/21466-3-1404934434.jpg",Playbites Treat Bone Small/Medium
"
						The KONG Puppy toy is the original toy that started the KONG Puppy product line made with our exclusive teething rubber formula. Veterinarians and trainers recommend stuffing the KONG Puppy with KONG Easy Treat, Snacks or Ziggies to aid in crate training, decrease separation anxiety, promote proper chewing behavior and deter misbehavior.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27203-5-1422554277.png,Puppy Kong  Large
"
						The KONG Puppy toy is the original toy that started the KONG Puppy product line made with our exclusive teething rubber formula. Veterinarians and trainers recommend stuffing the KONG Puppy with KONG Easy Treat, Snacks or Ziggies to aid in crate training, decrease separation anxiety, promote proper chewing behavior and deter misbehavior.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27203-5-1422553933.png,Puppy Kong  Medium
"
						 The KONG Puppy toy is the original toy that started the KONG Puppy product line made with our exclusive teething rubber formula. Veterinarians and trainers recommend stuffing the KONG Puppy with KONG Easy Treat, Snacks or Ziggies to aid in crate training, decrease separation anxiety, promote proper chewing behavior and deter misbehavior.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27203-5-1422553052.png,Puppy Kong  Small
"
						Each end has a port to hold treats. Recommended for puppies 2-9 months old. Puppy KONG Goodie Bone Measures 5.5 inches long. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27210-1422559910.png,Puppy Kong Goodie Bone Small
"
						""The extra small Puppy Bone comes attached to Kong's cotton dental rope.For toy and teacup breed puppies under 4 lbs only and 2 to 9 months old. "" 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27209.jpg,Puppy Kong Goodie Bone with Rope X-Small
"
						Puppy Kong helps promote proper chewing behavior and soothes sore gums. Great Kong bounce too! Made of special teething rubber just for puppies 2 to 6 months old. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19715-1422310782.png,Puppy Kong Pacifier Binkie Medium
"
						Puppy Kong helps promote proper chewing behavior and soothes sore gums. Great Kong bounce too! Made of special teething rubber just for puppies 2 to 6 months old. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19715-1422310718.png,Puppy Kong Pacifier Binkie Small
"
						Designed exclusively for a puppy's mouth with special teething rubber, the teething stick promotes good chewing behavior while your puppy plays. Grooves along length can be filled with Kong Stuff'N Paste to encourage chewing. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19718-1422311085.png,Puppy Kong Teething Stick Large
"
						Designed exclusively for a puppy's mouth with special teething rubber, the teething stick promotes good chewing behavior while your puppy plays. Grooves along length can be filled with Kong Stuff'N Paste to encourage chewing. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19718-1422310976.png,Puppy Kong Teething Stick Medium
"
						Designed exclusively for a puppy's mouth with special teething rubber, the teething stick promotes good chewing behavior while your puppy plays. Grooves along length can be filled with Kong Stuff'N Paste to encourage chewing. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19718-1420579440.png,Puppy Kong Teething Stick Small
"
",http://www.anipet.com/product-1.php?item=prod_images/21648-1369958322.jpg,Ruffians Bear
"
",http://www.anipet.com/product-1.php?item=prod_images/21646-1369958005.jpg,Ruffians Cat
"
						The notion of a rubber chicken is funny by itself. Make it real, natural rubber, add a squeaker designed so it can’t fall out, and you’ve got a dog toy that’ll make everyone happy. It’s one member of our rough and tough Ruffian’s line of incredibly durable dog toys. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21647-1369958171.jpg,Ruffians Chicken
"
						The Ruffians Fish is a part of our squeaky rough N tough Ruffians line. This friendly fish made from durable natural rubber will get along swimmingly with your dog providing hours of long lasting interactive fun. The Fish's squeaker produces an engaging squeaky sound your dog will want to hear over and over again. This bouncy fetch and chew toy is geared towards medium and large breed dogs. Available in orange and blue						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21690-1391461178.jpg,Ruffians Fish Large
"
",http://www.anipet.com/product-1.php?item=prod_images/21649-1370012445.png,Ruffians Octopus
"
						The Ruffians Turtle is a part of our squeaky rough N tough Ruffians line. This natural rubber toy has a long- necked design that makes it easy for paws to hold, chew and squeak. The turtle is a bouncy interactive fetch toy that is sized for puppies and small breed dogs.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21689-1391461004.jpg,Ruffians Turtle Small
"
						Made of extra durable food grade silicone, the barbell is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the barbell is safety tested to children's toy standardsso you know it's not only safe for your pet, but for every member of your family.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30572.jpg,"SafeChew Barbell Blue/Green Large 8x3"""
"
						Made of extra durable food grade silicone, the barbell is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the barbell is safety tested to children's toy standardsso you know it's not only safe for your pet, but for every member of your family.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30572.jpg,"SafeChew Barbell Blue/Green Small 6x2"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Blue Large 3.5x8"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Blue Medium 2.5x6"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Green Large 3.5x8"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Orange Small 2x5"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Purple Small 2x5"""
"
						This is a bone your dog won't want to buryunless it's to keep you from ever taking it away. Indentations on each end can be filled with peanut butter or cheese for an extra special treat. It's also safe to freeze for a summery treat! The biggie bone is even OVEN safe to 450 degrees so you can also bake treats right inside!						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30560.jpg,"SafeChew Biggie Bone Tomato Medium 2.5x6"""
"
						Made of extra durable food grade silicone, the multichew is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the multichew is safety tested to children's toy standardsso you know it's not only safe for your pet, but for every member of your family.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30575.jpg,"SafeChew Multi Chew Toy Orange 7x7"""
"
						Made of extra durable food grade silicone, the multichew is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the multichew is safety tested to children's toy standardsso you know it's not only safe for your pet, but for every member of your family.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30575.jpg,"SafeChew Multi Chew Toy Purple 7x7"""
"
						Made of extra durable food grade silicone, the newt is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the newt is safety tested to children's toy standards. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30566.jpg,"SafeChew Newt Blue 8x4"""
"
						Made of extra durable food grade silicone, the newt is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the newt is safety tested to children's toy standards. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30566.jpg,"SafeChew Newt Orange Small 6x3"""
"
						Made of extra durable food grade silicone, the newt is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the newt is safety tested to children's toy standards. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30566.jpg,"SafeChew Newt Purple Small 6x3"""
"
						Made of extra durable food grade silicone, the newt is safe for use in the dishwasher to clean and sanitize. And as with all safemade™ products, the newt is safety tested to children's toy standards. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30566.jpg,"SafeChew Newt Tomoato Large 8x4"""
"
						Multiple textures and extensions give your dog lots of options for a good chewin' or a serious game of fetch. Go get that stick! 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30570.jpg,"SafeChew The Puppy Stick Tomato 8x3"""
"
						Tug it, toss it, flip it, fetch it! You get it all with this great ball. The tug & toss ball has a cool grip tab that lets you turn a game of fetch into a tug of war. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30556.jpg,"SafePlay Tug & Toss Ball Green Large 4"""
"
						Tug it, toss it, flip it, fetch it! You get it all with this great ball. The tug & toss ball has a cool grip tab that lets you turn a game of fetch into a tug of war. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30556.jpg,"SafePlay Tug & Toss Ball Green Small 3"""
"
						Tug it, toss it, flip it, fetch it! You get it all with this great ball. The tug & toss ball has a cool grip tab that lets you turn a game of fetch into a tug of war. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/30556.jpg,"SafePlay Tug & Toss Ball Tomato Large 4"""
"
						Senior Kong toys are made with Kong's exclusive Senior Formula Natural Rubber. Perfect for aging teeth and jaws.",http://www.anipet.com/product-1.php?item=prod_images/27475-79-85-1410456713.jpg,Senior Kong Medium
"
						Senior Kong toys are made with Kong's exclusive Senior Formula Natural Rubber. Perfect for aging teeth and jaws.",http://www.anipet.com/product-1.php?item=prod_images/27475-79-85-1410456745.jpg,Senior Kong Small
"
",http://www.anipet.com/product-1.php?item=prod_images/31301-1359754936.jpg,Squeezz Jels Beaver - Large
"
",http://www.anipet.com/product-1.php?item=prod_images/31306-1367268090.jpg,Squeezz Jels Beaver Medium
"
",http://www.anipet.com/product-1.php?item=prod_images/31302-1359755076.jpg,Squeezz Jels Frog - Large
"
						KONG Squeezz JELS are vibrant, animal shaped characters that squeak and have a unique bounce when thrown for a game of fetch. These new KONG toys are easy to squeak and are great for indoor and outdoor use.",http://www.anipet.com/product-1.php?item=prod_images/31309-1367268184.jpg,Squeezz Jels Frog Medium
"
",http://www.anipet.com/product-1.php?item=prod_images/31303-1359755293.jpg,Squeezz Jels Hippo - Large
"
						KONG Squeezz JELS are vibrant, animal shaped characters that squeak and have a unique bounce when thrown for a game of fetch. These new KONG toys are easy to squeak and are great for indoor and outdoor use.",http://www.anipet.com/product-1.php?item=prod_images/31308-1367268230.jpg,Squeezz Jels Hippo Medium
"
",http://www.anipet.com/product-1.php?item=prod_images/31304-1359755447.jpg,Squeezz Jels Koala - Large
"
",http://www.anipet.com/product-1.php?item=prod_images/31310-1359755724.jpg,Squeezz Jels Koala - Medium
"
",http://www.anipet.com/product-1.php?item=prod_images/31305-1359755606.jpg,Squeezz Jels Pig - Large
"
",http://www.anipet.com/product-1.php?item=prod_images/31311-1359755857.jpg,Squeezz Jels Pig - Medium
"
						Our uniquely designed ThunderToy distraction toy helps provide an alternative to unwanted destructive chewing. ",http://www.anipet.com/product-1.php?item=prod_images/30178-9-1389831771.jpg,ThunderToy - Large
"
						Our uniquely designed ThunderToy distraction toy helps provide an alternative to unwanted destructive chewing. ",http://www.anipet.com/product-1.php?item=prod_images/30178-9-1389831606.jpg,ThunderToy - Small
"
",http://www.anipet.com/product-1.php?item=prod_images/39219-20-1417027254.png,"Tire Biter Racing Slicks Large 7.5"""
"
",http://www.anipet.com/product-1.php?item=prod_images/39219-20-1417027190.png,"Tire Biter Racing Slicks Medium 5.75"""
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. Features a hollow center for your dog's favorite treat. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27335-1351878790.jpg,Tirebiter Bone With Treat Station Large
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. Features a hollow center for your dog's favorite treat. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27335-1351878859.jpg,Tirebiter Bone With Treat Station Small
"
						TireBiters are made real tire tough for heavy-duty chomping and interactive play. The patented two-ply nylon formula flosses while dogs chew. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27345-1351879805.jpg,Tirebiter Pawtrack Extra Strength Medium
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27352-1351878977.jpg,"Tirebiter Pawtrack Large 10"""
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27352-1351879012.jpg,Tirebiter Pawtrack Medium
"
						TireBiters are made real tire tough for heavy-duty chomping and interactive play. TireBiters are made from non-toxic, real, natural rubber with two-ply reinforced nylon fibers. The patented two-ply nylon formula flosses while dogs chew and help remove plaque build-up.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/27352-1352143295.jpg,http://www.anipet.com/product-1.php?item=prod_images/27339-1-1352143244.jpg,http://www.anipet.com/product-1.php?item=prod_images/27339-1352143231.jpg,http://www.anipet.com/product-1.php?item=prod_images/27352-1352143295.jpg,http://www.anipet.com/product-1.php?item=prod_images/27339-1-1352143244.jpg,http://www.anipet.com/product-1.php?item=prod_images/27339-1352143231.jpg",Tirebiter Pawtrack Mini 
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27352-1351879104.jpg,Tirebiter Pawtrack Small
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27333-1351879601.jpg,Tirebiter Pawtrack With Cotton Rope Large
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/27332-1352144410.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1351879636.jpg,http://www.anipet.com/product-1.php?item=prod_images/27332-1352144410.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1351879636.jpg",Tirebiter Pawtrack With Cotton Rope Medium
"
						Soft natural rubber and embedded fibers floss gums and clean teeth. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27333-1351879711.jpg,Tirebiter Pawtrack With Cotton Rope Small
"
","http://www.anipet.com/product-1.php?item=prod_images/27340-1352143931.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1-1352143695.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1351879655.jpg,http://www.anipet.com/product-1.php?item=prod_images/27340-1352143931.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1-1352143695.jpg,http://www.anipet.com/product-1.php?item=prod_images/27333-1351879655.jpg",Tirebiter Pawtrack With Rope Mini
"
						Perfect for all-terrain conditions and the most enthusiastic fetchers around. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/27337-1351880001.jpg,Tirebiter Retriever
"
						Tire Biter sticks are made from natural rubber for interactive play and training. Their 4-ply reinforced nylon formula, enclosed in the rubber, flosses dogs' teeth while they chew. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/26933-1351880111.jpg,Tirebiter Stick Medium
"
						Tire Biter sticks are made from natural rubber for interactive play and training. Their 4-ply reinforced nylon formula, enclosed in the rubber, flosses dogs' teeth while they chew. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/26933-1351880182.jpg,Tirebiter Stick Small
"
						A squeaky, rubber, flying disk for dogs. Designed to give plenty of amusement and exercise.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21642-1370021513.jpg,Whirlwheel Large
"
						A squeaky, rubber, flying disk for dogs. Designed to give plenty of amusement and exercise.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21642-1370021383.jpg,Whirlwheel Small
"
						Gently rounded dental nubs and bristles raised during chewing help clean teeth plus control plaque & tartar build-up.  Not recommended for strong chewers.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868163.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867969.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494327.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868163.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867969.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494327.jpg",Dental Chew Bone Giant
"
						The large and extra large Dental Kong are bone shaped with hollow interiors designed for holding treats. As dogs try to remove the treats, their teeth and gums are effectively cleaned by the grooves Can also be used with dog toothpaste. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19745-48-1422311726.png,Dental Kong Large
"
						The medium and small sizes have Kong's exclusive diamond braid cotton floss rope which effectively removes food debris and reduces plaque and tartar build up. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19745-48-1422311892.png,Dental Kong With  Rope Medium
"
						The medium and small sizes have Kong's exclusive diamond braid cotton floss rope which effectively removes food debris and reduces plaque and tartar build up. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19745-48-1422311877.png,Dental Kong With Rope   Small
"
						The large and extra large Dental Kong are bone shaped with hollow interiors designed for holding treats. As dogs try to remove the treats, their teeth and gums are effectively cleaned by the grooves Can also be used with dog toothpaste. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19745-48-1422311746.png,Dental Kong X-Large
"
						Includes a Flexi Chew and a Dental Chew with gently rounded dental nubs that help clean teeth plus control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868149.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp_2-1409868040.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp-1409867990.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868149.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp_2-1409868040.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp-1409867990.jpg",Dental/Flex Chew Chicken 2PK
"
						Includes a Flexi Chew and a Dental Chew with gently rounded dental nubs that help clean teeth plus control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868173.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp-1409868093.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp_2-1409868083.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868173.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp-1409868093.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx935vpp_2-1409868083.jpg",Dental/FlexChew Chicken 2PK
"
						Gently rounded dental nubs and bristles raised during chewing help clean teeth plus control plaque & tartar build-up.  Not recommended for strong chewers.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868119.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx933p-1409867899.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352493955.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868119.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx933p-1409867899.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352493955.jpg",DentalChew Bone Petite
"
						Gently rounded dental nubs and bristles raised during chewing help clean teeth plus control plaque & tartar build-up.  Not recommended for strong chewers.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868128.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867916.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494130.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868128.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867916.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494130.jpg",DentalChew Bone Regular
"
						Gently rounded dental nubs and bristles raised during chewing help clean teeth plus control plaque & tartar build-up.  Not recommended for strong chewers.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868138.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867931.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494251.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx936vpp-1409868138.jpg,http://www.anipet.com/product-1.php?item=prod_images/nx934p-1409867931.jpg,http://www.anipet.com/product-1.php?item=prod_images/27052-1352494251.jpg",DentalChew Bone Wolf
"
						Multi textured design provides dental stimulation while it helps satisfy a dog's natural urge to chew. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ndd502p-1409865437.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501-1409865433.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501_2-1409865429.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd502p-1409865437.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501-1409865433.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501_2-1409865429.jpg",Proaction Dental Medium
"
						Multi textured design provides dental stimulation while it helps satisfy a dog's natural urge to chew. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ndd501_2-1409865418.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd502p-1409865373.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501-1409865368.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501_2-1409865418.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd502p-1409865373.jpg,http://www.anipet.com/product-1.php?item=prod_images/ndd501-1409865368.jpg",Proatcion Dental Small
"
						New Nylabone Dura Chews are made of durable nylon and are now in exciting new shapes for powerful chewers. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21491-1410294306.jpg,Puppy Chew Dental Blue Petite
"
						New Nylabone Dura Chews are made of durable nylon and are now in exciting new shapes for powerful chewers. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21494-1410294543.jpg,Puppy Chew Dental Pink Petite
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24368-72-1420487807.png,Quest Critter Bear Large
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24368-72-1420486784.png,Quest Critter Bear Small
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24369-73-1420488191.png,Quest Critter Cow Large
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24369-73-1420486910.png,Quest Critter Cow Small
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24371-75-1420488362.png,Quest Critter Frog Large
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24371-75-1420487632.png,Quest Critter Frog Small
"
						KONG® Quest Critters are a triple threat: adorable, stimulating and fun. These toys are designed to be stuffed with treats to simulate natural foraging behaviors and extend treat time. As an added benefit, Quest Critters clean teeth and massage gums while dogs chew. Quest Critters are available in four characters, each with unique treat pockets for a varied foraging experience.						
												
						",http://www.anipet.com/product-1.php?item=prod_images/24370-74-1420488283.png,Quest Critter Owl Large
