description,image_url1,product_name
"
						Designed for powerful chewers, these non-edible chews have multiple textures to help clean teeth and gums. They are infused with an irresistible chicken flavor to entice your pup to chew while helping to clean teeth and control tartar and plaque build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf302-1409864377.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf302_3-1409864364.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf302_2-1409864357.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf302-1409864377.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf302_3-1409864364.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf302_2-1409864357.jpg",Dura Chew Plus Wolf
"
						New Nylabone Dura Chews Variety Pack of three Regular bones are made of durable nylon for powerful chewers. Recommended for dogs up to 25 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/21489-1410294009.jpg,Dura Chew Red/White/Blue Regular 3PK
"
						Designed for powerful chewers.  Multi-textured for increased chewing appeal.  Bristles raised during chewing help clean teeth and control plaque & tartar build-up.  						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf402-1409865010.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352506641.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf402-1409865010.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352506641.jpg",DuraChew Action Ridges Bone Bacon Regular
"
						 Designed for powerful chewers.  Multi-textured for increased chewing appeal.  Bristles raised during chewing help clean teeth and control plaque & tartar build-up.  						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf405-1409865077.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf405_2-1409865064.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352507195.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf405-1409865077.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf405_2-1409865064.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352507195.jpg",DuraChew Action Ridges Bone Bacon Souper
"
						 Designed for powerful chewers.  Multi-textured for increased chewing appeal.  Bristles raised during chewing help clean teeth and control plaque & tartar build-up.  						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf403_2-1409865048.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf403-1409865042.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352506843.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf403_2-1409865048.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf403-1409865042.jpg,http://www.anipet.com/product-1.php?item=prod_images/29973-1352506843.jpg",DuraChew Action Ridges Bone Bacon Wolf
"
						A value pack designed for medium dogs who are powerful chewers. Includes a Dura Chew Bacon and Chicken wolf bone. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nvd004vpp-1409867525.jpg,http://www.anipet.com/product-1.php?item=prod_images/28829-1364918406.jpg,http://www.anipet.com/product-1.php?item=prod_images/nvd004vpp-1409867525.jpg,http://www.anipet.com/product-1.php?item=prod_images/28829-1364918406.jpg",DuraChew Bacon & Chicken 2PK 
"
","http://www.anipet.com/product-1.php?item=prod_images/nvd003vpp-1409867509.jpg,http://www.anipet.com/product-1.php?item=prod_images/28829-1364918947.jpg,http://www.anipet.com/product-1.php?item=prod_images/nvd003vpp-1409867509.jpg,http://www.anipet.com/product-1.php?item=prod_images/28829-1364918947.jpg",DuraChew Bacon & Chicken 2PK 
"
						Especially important for powerful chewers, the appropriate chew toys can help keep dogs busy, prevent boredom, help with separation anxiety and help prevent destructive chewing. New - Peanut Butter Flavor! ","http://www.anipet.com/product-1.php?item=prod_images/nbc907p-1409862923.jpg,http://www.anipet.com/product-1.php?item=prod_images/19849-1384964516.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbc907p-1409862923.jpg,http://www.anipet.com/product-1.php?item=prod_images/19849-1384964516.jpg",DuraChew Barbell Peanut Butter Large/XLrg
"
						Especially important for powerful chewers, the appropriate chew toys can help keep dogs busy, prevent boredom, help with separation anxiety and help prevent destructive chewing. New - Peanut Butter Flavor!						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nbc907p-1409862939.jpg,http://www.anipet.com/product-1.php?item=prod_images/19849-1384964649.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbc907p-1409862939.jpg,http://www.anipet.com/product-1.php?item=prod_images/19849-1384964649.jpg",DuraChew Barbell Peanut Butter Monster
"
						A value pack designed for powerful chewers. Bristles raised during chewing help clean teeth andcontrol plaque & tartar build-up. Note: artificial chocolate is non toxic for dogs 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nt106p-1409867266.jpg,http://www.anipet.com/product-1.php?item=prod_images/nt106-1409867256.jpg,http://www.anipet.com/product-1.php?item=prod_images/27141-1-1352499468.jpg,http://www.anipet.com/product-1.php?item=prod_images/nt106p-1409867266.jpg,http://www.anipet.com/product-1.php?item=prod_images/nt106-1409867256.jpg,http://www.anipet.com/product-1.php?item=prod_images/27141-1-1352499468.jpg",DuraChew Bone 3PK
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nb104p-1409862016.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493661.jpg,http://www.anipet.com/product-1.php?item=prod_images/nb104p-1409862016.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493661.jpg",DuraChew Bone Bacon Giant
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nb101p-1409860602.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493391.jpg,http://www.anipet.com/product-1.php?item=prod_images/nb101p-1409860602.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493391.jpg",DuraChew Bone Bacon Petite
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nb102p-1409860854.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493476.jpg,http://www.anipet.com/product-1.php?item=prod_images/nb102p-1409860854.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493476.jpg",DuraChew Bone Bacon Regular
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up.  						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nb105p-1409862029.jpg,http://www.anipet.com/product-1.php?item=prod_images/26910-1356720104.jpg,http://www.anipet.com/product-1.php?item=prod_images/nb105p-1409862029.jpg,http://www.anipet.com/product-1.php?item=prod_images/26910-1356720104.jpg",DuraChew Bone Bacon Souper
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nb103p-1409862001.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493554.jpg,http://www.anipet.com/product-1.php?item=prod_images/nb103p-1409862001.jpg,http://www.anipet.com/product-1.php?item=prod_images/26906-1352493554.jpg",DuraChew Bone Bacon Wolf
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf104-1409863531.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497922.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf104-1409863531.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497922.jpg",DuraChew Bone Chicken Giant
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf101tpp-1409863002.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497203.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf101tpp-1409863002.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497203.jpg",DuraChew Bone Chicken Petite
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf102-1409863504.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497392.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf102-1409863504.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497392.jpg",DuraChew Bone Chicken Regular
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf105_2-1409863551.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf105-1409863544.jpg,http://www.anipet.com/product-1.php?item=prod_images/27114-1356720118.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf105_2-1409863551.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf105-1409863544.jpg,http://www.anipet.com/product-1.php?item=prod_images/27114-1356720118.jpg",DuraChew Bone Chicken Souper
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf102-1409863518.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497803.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf102-1409863518.jpg,http://www.anipet.com/product-1.php?item=prod_images/27110-1352497803.jpg",DuraChew Bone Chicken Wolf
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nlf104_2-1409866082.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf104-1409866051.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf104_2-1409866082.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf104-1409866051.jpg",DuraChew Bone Liver Giant
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nlf105-1409866125.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf105_2-1409866120.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf105-1409866125.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf105_2-1409866120.jpg",DuraChew Bone Liver Souper
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nlf103p-1409865986.jpg,http://www.anipet.com/product-1.php?item=prod_images/27072-1352494898.jpg,http://www.anipet.com/product-1.php?item=prod_images/nlf103p-1409865986.jpg,http://www.anipet.com/product-1.php?item=prod_images/27072-1352494898.jpg",DuraChew Bone Liver Wolf
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ng104-1409865497.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500938.jpg,http://www.anipet.com/product-1.php?item=prod_images/ng104-1409865497.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500938.jpg",DuraChew Bone Orginal Giant
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. ","http://www.anipet.com/product-1.php?item=prod_images/np101-1409866233.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500087.jpg,http://www.anipet.com/product-1.php?item=prod_images/np101-1409866233.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500087.jpg",DuraChew Bone Orginal Petite
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nr102-1409866321.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500347.jpg,http://www.anipet.com/product-1.php?item=prod_images/nr102-1409866321.jpg,http://www.anipet.com/product-1.php?item=prod_images/27142-1352500347.jpg",DuraChew Bone Orginal Regular
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ns105-1409866408.jpg,http://www.anipet.com/product-1.php?item=prod_images/ns105_2-1409866403.jpg,http://www.anipet.com/product-1.php?item=prod_images/27146-1356720178.jpg,http://www.anipet.com/product-1.php?item=prod_images/ns105-1409866408.jpg,http://www.anipet.com/product-1.php?item=prod_images/ns105_2-1409866403.jpg,http://www.anipet.com/product-1.php?item=prod_images/27146-1356720178.jpg",DuraChew Bone Orginal Souper
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nw103_2-1409867610.jpg,http://www.anipet.com/product-1.php?item=prod_images/nw103-1409867582.jpg,http://www.anipet.com/product-1.php?item=prod_images/nw103_2-1409867610.jpg,http://www.anipet.com/product-1.php?item=prod_images/nw103-1409867582.jpg",DuraChew Bone Orginal Wolf
"
						Veterinarian recommended Nylabone Durable is a long-lasting chew designed for powerful chewers. Multiple textures offer increased tactile and chewing appeal. Bristles raised during chewing help clean teeth, and the cleaning action helps control plaque and tartar buildup. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nbn001p-1409862957.jpg,http://www.anipet.com/product-1.php?item=prod_images/28827-1364918088.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbn001p-1409862957.jpg,http://www.anipet.com/product-1.php?item=prod_images/28827-1364918088.jpg",DuraChew Braid Chew Bacon
"
						Nylabone Dura Chews are designed specifically for powerful chewers and are made of tough, durable nylon. Size wolf is recommended for dogs up to 35 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19895-1384969931.jpg,DuraChew Combo Twin Pack Wolf Ring/Texture
"
						Designed so dogs can have the benefit of a chew that is both soft for carrying, yet durable for chewing. Small bristle-like projections help keep teeth clean and massage gums during chewing. A soft rubber, minty fresh center keeps breath fresh, and durable ends satisfy even the most relentless chewers.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ntg603-1409867471.jpg,http://www.anipet.com/product-1.php?item=prod_images/26689-1352490199.jpg,http://www.anipet.com/product-1.php?item=prod_images/ntg603-1409867471.jpg,http://www.anipet.com/product-1.php?item=prod_images/26689-1352490199.jpg",DuraChew Double Action Ball Bacon
"
						Designed so dogs can have the benefit of a chew that is both soft for carrying, yet durable for chewing. Small bristle-like projections help keep teeth clean and massage gums during chewing. A soft rubber, minty fresh center keeps breath fresh, and durable ends satisfy even the most relentless chewers. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ntg502-1409867457.jpg,http://www.anipet.com/product-1.php?item=prod_images/26688-1352490049.jpg,http://www.anipet.com/product-1.php?item=prod_images/ntg502-1409867457.jpg,http://www.anipet.com/product-1.php?item=prod_images/26688-1352490049.jpg",DuraChew Double Action Spiky Ball Bacon
"
						 Designed so dogs can have the benefit of a chew that is both soft for carrying, yet durable for chewing. Small bristle-like projections help keep teeth clean and massage gums during chewing. A soft rubber, minty fresh center keeps breath fresh, and durable ends satisfy even the most relentless chewers. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/ntg705p-1409867484.jpg,DuraChew Double Action Sport Assorted Bacon
"
						Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862247.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862179.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862247.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862179.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg",DuraChew Double Bone Bacon Petite
"
						Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862580.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862573.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862580.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862573.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg",DuraChew Double Bone Bacon Souper
"
						Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862536.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862528.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb505p-1409862536.jpg,http://www.anipet.com/product-1.php?item=prod_images/nbb502-1409862528.jpg,http://www.anipet.com/product-1.php?item=prod_images/21385.jpg",DuraChew Double Bone Bacon Wolf
"
						 Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nhs503_2-1409865965.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs505p-1409865952.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs503_2-1409865965.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs505p-1409865952.jpg",DuraChew Hollow Stick Bacon Souper
"
						 Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nhs503-1409865927.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs503_2-1409865923.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs503-1409865927.jpg,http://www.anipet.com/product-1.php?item=prod_images/nhs503_2-1409865923.jpg",DuraChew Hollow Stick Bacon Wolf
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/n209-1409858819.jpg,http://www.anipet.com/product-1.php?item=prod_images/27149-1352501179.jpg,http://www.anipet.com/product-1.php?item=prod_images/n209-1409858819.jpg,http://www.anipet.com/product-1.php?item=prod_images/27149-1352501179.jpg",DuraChew Knot Bone Orginal Large
"
						This multi-purpose chew toy offers a safer and cleaner alternative to real bones for the most assertive chewers. Fill the inside of the Nylabone® Marrow Bone Chew Toy with a scoop of peanut butter, wet canned food, cheese or other treats for added treat and chew fun! 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19892jpg-1384967932.jpg,DuraChew Marrow Bone
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. New - Peanut Butter Flavor! 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19888-1384966717.jpg,DuraChew Peanut Butter Giant
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. New - Peanut Butter Flavor! 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19867-1384966260.jpg,DuraChew Peanut Butter Regular
"
						Nylabone Dura Chews are designed specifically for powerful chewers and are made of tough, durable nylon. Size wolf is recommended for dogs up to 35 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19891-1384967718.jpg,DuraChew Peanut Butter Ring Bone Twin Pack Wolf
"
						Nylabone Dura Chews are designed specifically for powerful chewers and are made of tough, durable nylon. Size regular is recommended for dogs up to 25 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19889-1384967049.jpg,DuraChew Peanut Butter Textured Bone Twin Pack Regular
"
						Nylabone Dura Chews are designed specifically for powerful chewers and are made of tough, durable nylon. Size wolf is recommended for dogs up to 35 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19890-1384967585.jpg,DuraChew Peanut Butter Textured Bone Twin Pack Wolf
"
						Veterinarian recommended Nylabone Durable is a long-lasting chew designed for powerful chewers. Multiple textures offer increased tactile and chewing appeal. Bristles raised during chewing help clean teeth, and the cleaning action helps control plaque and tartar buildup.						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ng304-1409865738.jpg,http://www.anipet.com/product-1.php?item=prod_images/ng304_2-1409865735.jpg,http://www.anipet.com/product-1.php?item=prod_images/ng304-1409865738.jpg,http://www.anipet.com/product-1.php?item=prod_images/ng304_2-1409865735.jpg",DuraChew Peanut Butter Wavy Bone Twin Pack Giant Texture/Bone
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. New - Peanut Butter Flavor! 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19868-1384966502.jpg,DuraChew Peanut Butter Wolf
"
						Nylabone Dura Chew Ring Toy is designed specifically for powerful smaller dogs. The unique raised textures adds chewing interest and appeal. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19894-1384969669.png,DuraChew Ring Chew Toy
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/n204-1409858799.jpg,http://www.anipet.com/product-1.php?item=prod_images/27157-1352502012.jpg,http://www.anipet.com/product-1.php?item=prod_images/n204-1409858799.jpg,http://www.anipet.com/product-1.php?item=prod_images/27157-1352502012.jpg",DuraChew Ring Orginal Giant
"
						Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. ","http://www.anipet.com/product-1.php?item=prod_images/nss405p-1409866708.jpg,http://www.anipet.com/product-1.php?item=prod_images/28824-1364918211.jpg,http://www.anipet.com/product-1.php?item=prod_images/nss405p-1409866708.jpg,http://www.anipet.com/product-1.php?item=prod_images/28824-1364918211.jpg",DuraChew S Shape Bacon
"
						Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/nss405p-1409866722.jpg,http://www.anipet.com/product-1.php?item=prod_images/28824-1364918769.jpg,http://www.anipet.com/product-1.php?item=prod_images/nss405p-1409866722.jpg,http://www.anipet.com/product-1.php?item=prod_images/28824-1364918769.jpg",DuraChew S Shape Bacon
"
						This veterinarian recommended Nylabone Durable is a long lasting chew designed for powerful chewers. Ridge and nub design provides dental stimulation and chewing satisfaction. Bristles raised during chewing help clean teeth and the cleaning action helps control plaque and tartar build-up. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/28826-1364918317.jpg,DuraChew Spinner Chicken 
"
						 Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865227.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf901p-1409865178.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489264.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865227.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf901p-1409865178.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489264.jpg",DuraChew Textured Ring Bone Chicken Petite
"
						 Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865215.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf905p-1409865209.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489391.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865215.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf905p-1409865209.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489391.jpg",DuraChew Textured Ring Bone Chicken Souper
"
						 Veterinarian recommended, Nylabone DuraChews are a long lasting chew designed for powerful chewers. Tiny bristles raised during chewing help clean teeth while controlling the build up of plaque and tartar. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf901p-1409865195.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865190.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489320.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf901p-1409865195.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf903-1409865190.jpg,http://www.anipet.com/product-1.php?item=prod_images/21389-1352489320.jpg",DuraChew Textured Ring Bone Chicken Wolf
"
						 This veterinarian recommended Nylabone Durable is a long lasting chew designed for powerful chewers. Multiple textures offer increased tactile and chewing appeal. Bristles raised during chewing help clean teeth and the cleaning action helps control plaque and tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/ncf002p-1409862978.jpg,http://www.anipet.com/product-1.php?item=prod_images/21311-1352488328.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf002p-1409862978.jpg,http://www.anipet.com/product-1.php?item=prod_images/21311-1352488328.jpg",DuraChew Textured Ring Chicken Regular 
"
						 This veterinarian recommended Nylabone Durable is a long lasting chew designed for powerful chewers. Multiple textures offer increased tactile and chewing appeal. Bristles raised during chewing help clean teeth and the cleaning action helps control plaque and tartar build-up. 						
												
						","http://www.anipet.com/product-1.php?item=prod_images/21311-1-1352486254.jpg,http://www.anipet.com/product-1.php?item=prod_images/21311-1352486236.jpg,http://www.anipet.com/product-1.php?item=prod_images/21311-1-1352486254.jpg,http://www.anipet.com/product-1.php?item=prod_images/21311-1352486236.jpg",DuraChew Textured Ring Chicken Souper
"
						 This veterinarian recommended Nylabone Durable is a long lasting chew designed for powerful chewers. Ridge and nub design provides dental stimulation and chewing satisfaction. Bristles raised during chewing help clean teeth and the cleaning action helps control plaque and tartar build-up. ",http://www.anipet.com/product-1.php?item=prod_images/21312-1352486457.jpg,DuraChew Textured Tug Chicken
"
","http://www.anipet.com/product-1.php?item=prod_images/ncf101tpp-1409863021.jpg,http://www.anipet.com/product-1.php?item=prod_images/29797-1356720196.jpg,http://www.anipet.com/product-1.php?item=prod_images/ncf101tpp-1409863021.jpg,http://www.anipet.com/product-1.php?item=prod_images/29797-1356720196.jpg",DuraChew Twin Pack for Small Dogs
"
						Nylabone Dura Chew Ring Toy is designed specifically for powerful smaller dogs. Size petite is recommended for dogs up to 15 pounds. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/19893-1384968154.jpg,DuraChew Twin Pack Ring Bone Petite
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. ",http://www.anipet.com/product-1.php?item=prod_images/n213p-1409858841.jpg,DuraChew Wishbone Orginal Regular
"
						Designed for powerful chewers. Bristles raised during chewing help clean teeth and control plaque & tartar build-up. ",http://www.anipet.com/product-1.php?item=prod_images/n214p-1409858861.jpg,DuraChew Wishbone Orginal Wolf
"
						The Everlasting treat Wheeler is great for keeping strong chewers occupied when capped with one or two of the everlasting treats. Use our unique Everlasting Dental Treat or original Everlasting Treat in the top.  Increase the challenge by adding smaller treats inside and in the grooves. Treat ball system encourages play which helps reduce anxiety and boredom behaviors. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/39198-1404947836.jpg,Everlasting Treat Wheeler Large
"
						The Everlasting treat Wheeler is great for keeping strong chewers occupied when capped with one or two of the everlasting dental treats. Use our unique Everlasting Dental Treat or original Everlasting Treat in the top.  Increase the challenge by adding smaller treats inside and in the ball system encourages play which helps reduce anxiety and boredom behaviors. 						
												
						",http://www.anipet.com/product-1.php?item=prod_images/39197-1404947691.jpg,Everlasting Treat Wheeler Medium
