"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Avalara Product Tax Code"
Product,2127,"Eco Collar Snap Release (1120)",P,1120,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1120/,,,,,,,,,,,,N,
"  SKU",1208,"[S]Colour=Egg Roll,[S]Size=Medium",,1120-EGGR-MED,,,,,,,13.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",240,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2128,"Eco Collar Snap Release (1123)",P,1123,,"Dublin Dog Co.","Colour | Size",Right,,28.00,14.00,0.00,28.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1123/,,,,,,,,,,,,N,
"  SKU",1200,"[S]Colour=Monsoon Sun,[S]Size=Large",,1123-MONS-LGE,,,,,,,14.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",232,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Medium,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2129,"Eco Collar Snap Release (1126)",P,1126,,"Dublin Dog Co.","Colour | Size",Right,,28.00,14.00,0.00,28.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1126/,,,,,,,,,,,,N,
"  SKU",1191,"[S]Colour=Thundercloud,[S]Size=Large",,1126-THUN-LGE,,,,,,,14.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",223,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Medium,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2130,"Eco Collar Snap Release (1127)",P,1127,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1127/,,,,,,,,,,,,N,
"  SKU",1190,"[S]Colour=Thundercloud,[S]Size=Medium",,1127-THUN-MED,,,,,,,13.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",222,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2131,"Eco Collar Snap Release (1125)",P,1125,,"Dublin Dog Co.","Colour | Size",Right,,24.00,12.00,0.00,24.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",1,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1125/,,,,,,,,,,,,N,
"  SKU",1192,"[S]Colour=Monsoon Sun,[S]Size=Small",,1125-MONS-SML,,,,,,,12.00,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",224,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Medium,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2132,"Eco Collar Snap Release (1124)",P,1124,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1124/,,,,,,,,,,,,N,
"  SKU",1194,"[S]Colour=Monsoon Sun,[S]Size=Medium",,1124-MONS-MED,,,,,,,13.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",226,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2133,"ASNS Collar Traditional Buckle (1112)",P,1112,,"Dublin Dog Co.","Colour | Size",Right,,28.00,14.00,0.00,28.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/asns-collar-traditional-buckle-1112/,,,,,,,,,,,,N,
"  SKU",1193,"[S]Colour=Sherpa,[S]Size=Large",,1112-SHER-LGE,,,,,,,14.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",225,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Medium,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2134,"ASNS Collar Traditional Buckle (1113)",P,1113,,"Dublin Dog Co.","Colour | Size",Right,,28.00,14.00,0.00,28.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/asns-collar-traditional-buckle-1113/,,,,,,,,,,,,N,
"  SKU",1195,"[S]Colour=Tahitian Sky,[S]Size=Large",,1113-TAHI-LGE,,,,,,,14.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",227,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Medium,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2135,"ASNS Collar Traditional Buckle (1110)",P,1110,,"Dublin Dog Co.","Colour | Size",Right,,24.00,12.00,0.00,24.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/asns-collar-traditional-buckle-1110/,,,,,,,,,,,,N,
"  SKU",1204,"[S]Colour=Sherpa,[S]Size=Small",,1110-SHER-SML,,,,,,,12.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",237,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Medium,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2136,"ASNS Collar Traditional Buckle (1111)",P,1111,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",1,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/asns-collar-traditional-buckle-1111/,,,,,,,,,,,,N,
"  SKU",1206,"[S]Colour=Sherpa,[S]Size=Medium",,1111-SHER-MED,,,,,,,13.00,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",236,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Tahitian Sky,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2137,"ASNS Collar Traditional Buckle (1114)",P,1114,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/asns-collar-traditional-buckle-1114/,,,,,,,,,,,,N,
"  SKU",1207,"[S]Colour=Tahitian Sky,[S]Size=Medium",,1114-TAHI-MED,,,,,,,13.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",239,"[S]Colour=Blue,Colour=Red,Colour=Green,Colour=Yellow,Colour=Purple,Colour=Black,Colour=Sherpa,Colour=Maui Sunrise,Colour=Egg Roll,Colour=Hong Kong Seas,Colour=Monsoon Sun,Colour=Thundercloud,Colour=Waterspout,Colour=Cosmo,Colour=Montauk,Colour=Harbor,Colour=Mutiny,Colour=Pirate Punch,Colour=Atlantis,Colour=Manic Magenta,Colour=Triton Blue,Colour=Magma Orange,Colour=Alma Mater,Colour=Apple Orchard,Colour=Raspberry Sorbet,Colour=Oatmeal,Colour=Moss Chevron,Colour=Gravel,Colour=Blue Chevron,Colour=Chocolate,Colour=Iceberg / Poppy Stripe,Colour=Kelly / Cobalt Stripe,Colour=Geranium,Colour=Mermaid,Colour=Storm Grey,Colour=Dark Chocolate,Colour=Storm Blue,Colour=Jade,Colour=Coffee Bean,Colour=Smoke,Colour=Pear,Colour=Indigo,Colour=Hibiscus,Colour=Sun,Colour=Serenity Frost,Colour=Navy,Colour=Tangerine,Colour=Aqua,Colour=Pink,[S]Size=XSmall,Size=Small,Size=Large,Size=XLarge,Size=12"",Size=16"",Size=18"",Size=Double XLarge,Size=24"",Size=Small/Medium,Size=Medium/Large,Size=One Size,Size=14""",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
Product,2138,"Eco Collar Snap Release (1117)",P,1117,,"Dublin Dog Co.","Colour | Size",Right,,26.00,13.00,0.00,26.00,0.00,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,,"by option",2,0,Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,0,0,0,"Default Tax Class",,N,/eco-collar-snap-release-1117/,,,,,,,,,,,,N,
"  SKU",1198,"[S]Colour=Hong Kong Seas,[S]Size=Medium",,1117-HONG-MED,,,,,,,13.00,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
